Shop Name,Link
ল্যাপটপ ওয়ার্ল্ড জনে,https://www.google.com/maps/place/%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AA%E0%A6%9F%E0%A6%AA+%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%A1+%E0%A6%9C%E0%A6%A8%E0%A7%87/data=!4m7!3m6!1s0x3755c0d692c00001:0xf47ea11312a4972f!8m2!3d23.8066302!4d90.3690243!16s%2Fg%2F11h8w05455!19sChIJAQDAktbAVTcRL5ekEhOhfvQ?authuser=0&hl=bn&rclk=1
City Laptop Zone,https://www.google.com/maps/place/City+Laptop+Zone/data=!4m7!3m6!1s0x3755c19278b5df53:0x643791e12c74aa86!8m2!3d23.8065552!4d90.3695909!16s%2Fg%2F11yjkhrfjk!19sChIJU9-1eJLBVTcRhqp0LOGRN2Q?authuser=0&hl=bn&rclk=1
কম্পিউটার পয়েন্ট,https://www.google.com/maps/place/%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0+%E0%A6%AA%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F/data=!4m7!3m6!1s0x3755c0e880f03f13:0x3e7a85782d8be049!8m2!3d23.7981785!4d90.3536896!16s%2Fg%2F11fzb07hbz!19sChIJEz_wgOjAVTcRSeCLLXiFej4?authuser=0&hl=bn&rclk=1
নেক্সাস কম্পিউটার ~ আইডিবি,https://www.google.com/maps/place/%E0%A6%A8%E0%A7%87%E0%A6%95%E0%A7%8D%E0%A6%B8%E0%A6%BE%E0%A6%B8+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0+~+%E0%A6%86%E0%A6%87%E0%A6%A1%E0%A6%BF%E0%A6%AC%E0%A6%BF/data=!4m7!3m6!1s0x3755c74c27bb8ff7:0xa03907452af45284!8m2!3d23.7784348!4d90.3794622!16s%2Fg%2F11f3zt6w9b!19sChIJ94-7J0zHVTcRhFL0KkUHOaA?authuser=0&hl=bn&rclk=1
তাকওয়া ল্যাপটপ জনে,https://www.google.com/maps/place/%E0%A6%A4%E0%A6%BE%E0%A6%95%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A6%BE+%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AA%E0%A6%9F%E0%A6%AA+%E0%A6%9C%E0%A6%A8%E0%A7%87/data=!4m7!3m6!1s0x3755c12f2a3b5a79:0x305e46a50a2a672d!8m2!3d23.8216322!4d90.378171!16s%2Fg%2F11t859gd2l!19sChIJeVo7Ki_BVTcRLWcqCqVGXjA?authuser=0&hl=bn&rclk=1
আর কম্পিউটার প্লাস,https://www.google.com/maps/place/%E0%A6%86%E0%A6%B0+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0+%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%BE%E0%A6%B8/data=!4m7!3m6!1s0x3755c1c4f8ade5ab:0x123aa50fc8147282!8m2!3d23.8159634!4d90.3668719!16s%2Fg%2F11h0qz6ll_!19sChIJq-Wt-MTBVTcRgnIUyA-lOhI?authuser=0&hl=bn&rclk=1
রিলায়েবলবাজার,https://www.google.com/maps/place/%E0%A6%B0%E0%A6%BF%E0%A6%B2%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%AC%E0%A6%B2%E0%A6%AC%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x3755c0e8902efff7:0xe53fefa0525e1f8c!8m2!3d23.7976947!4d90.3530216!16s%2Fg%2F11c1_t_615!19sChIJ9_8ukOjAVTcRjB9eUqDvP-U?authuser=0&hl=bn&rclk=1
খান কম্পিউটার কেয়ার সেন্টার,https://www.google.com/maps/place/%E0%A6%96%E0%A6%BE%E0%A6%A8+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0+%E0%A6%95%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B0+%E0%A6%B8%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x3755c1b5c8bb53ef:0x118a97c5e56ae625!8m2!3d23.8268036!4d90.3735218!16s%2Fg%2F11kgs2fpg5!19sChIJ71O7yLXBVTcRJeZq5cWXihE?authuser=0&hl=bn&rclk=1
এএন নূর আইটি সোর্স,https://www.google.com/maps/place/%E0%A6%8F%E0%A6%8F%E0%A6%A8+%E0%A6%A8%E0%A7%82%E0%A6%B0+%E0%A6%86%E0%A6%87%E0%A6%9F%E0%A6%BF+%E0%A6%B8%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%B8/data=!4m7!3m6!1s0x3755c0d68da727e9:0x70249a9770f2a06d!8m2!3d23.8066302!4d90.3690243!16s%2Fg%2F11by_l0n98!19sChIJ6SenjdbAVTcRbaDycJeaJHA?authuser=0&hl=bn&rclk=1
Laptop Bazar By Hasan,https://www.google.com/maps/place/Laptop+Bazar+By+Hasan/data=!4m7!3m6!1s0x3755c1952b09b935:0xf834ce05e038ae09!8m2!3d23.8074784!4d90.3688477!16s%2Fg%2F11xtpjb7_g!19sChIJNbkJK5XBVTcRCa444AXONPg?authuser=0&hl=bn&rclk=1
প্রভেন কম্পিউটার,https://www.google.com/maps/place/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AD%E0%A7%87%E0%A6%A8+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x3755c1006eac34f7:0xb9da58de486aae50!8m2!3d23.8074719!4d90.36885!16s%2Fg%2F11vzb059h7!19sChIJ9zSsbgDBVTcRUK5qSN5Y2rk?authuser=0&hl=bn&rclk=1
ইলেকট্রিক্যাডমিডিয়া,https://www.google.com/maps/place/%E0%A6%87%E0%A6%B2%E0%A7%87%E0%A6%95%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A1%E0%A6%AE%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE/data=!4m7!3m6!1s0x3755c13cdac76945:0x63ce4ce09a7f940a!8m2!3d23.8156658!4d90.3650878!16s%2Fg%2F11hdvv15_k!19sChIJRWnH2jzBVTcRCpR_muBMzmM?authuser=0&hl=bn&rclk=1
জুম টেকনোলজি বিডি,https://www.google.com/maps/place/%E0%A6%9C%E0%A7%81%E0%A6%AE+%E0%A6%9F%E0%A7%87%E0%A6%95%E0%A6%A8%E0%A7%8B%E0%A6%B2%E0%A6%9C%E0%A6%BF+%E0%A6%AC%E0%A6%BF%E0%A6%A1%E0%A6%BF/data=!4m7!3m6!1s0x3755c1cbf720960b:0xcd4202011e002d1f!8m2!3d23.8172372!4d90.370454!16s%2Fg%2F11synhn0t_!19sChIJC5Yg98vBVTcRHy0AHgECQs0?authuser=0&hl=bn&rclk=1
ইউনিভার্স কম্পিউটার কেয়ার,https://www.google.com/maps/place/%E0%A6%87%E0%A6%89%E0%A6%A8%E0%A6%BF%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B8+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0+%E0%A6%95%E0%A7%87%E0%A7%9F%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x3755c0d69219d2d9:0x89b217abbe577ee4!8m2!3d23.8066416!4d90.36921!16s%2Fg%2F11f_zm09lc!19sChIJ2dIZktbAVTcR5H5XvqsXsok?authuser=0&hl=bn&rclk=1
আর-ওয়ান কম্পিউটার(মিরপুর-10),https://www.google.com/maps/place/%E0%A6%86%E0%A6%B0-%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%A8+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0%28%E0%A6%AE%E0%A6%BF%E0%A6%B0%E0%A6%AA%E0%A7%81%E0%A6%B0-10%29/data=!4m7!3m6!1s0x3755c1ba3ed2b0b9:0xfea418821274a3d3!8m2!3d23.8067168!4d90.3690143!16s%2Fg%2F11j1sq4x9k!19sChIJubDSPrrBVTcR06N0EoIYpP4?authuser=0&hl=bn&rclk=1
RK Technology,https://www.google.com/maps/place/RK+Technology/data=!4m7!3m6!1s0x3755c1ec65f431e7:0xc39b014d60007e27!8m2!3d23.80633!4d90.3694564!16s%2Fg%2F11yhk4mxzn!19sChIJ5zH0ZezBVTcRJ34AYE0Bm8M?authuser=0&hl=bn&rclk=1
আরএস ট্রেড ইন্ট,https://www.google.com/maps/place/%E0%A6%86%E0%A6%B0%E0%A6%8F%E0%A6%B8+%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%A1+%E0%A6%87%E0%A6%A8%E0%A7%8D%E0%A6%9F/data=!4m7!3m6!1s0x3755c0d692c00001:0xf52c527ac2c93160!8m2!3d23.8066302!4d90.3690243!16s%2Fg%2F11hzjgsfgk!19sChIJAQDAktbAVTcRYDHJwnpSLPU?authuser=0&hl=bn&rclk=1
বিএম কম্পিউটার্স (ঢাকা আউটলেট),https://www.google.com/maps/place/%E0%A6%AC%E0%A6%BF%E0%A6%8F%E0%A6%AE+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B8+%28%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE+%E0%A6%86%E0%A6%89%E0%A6%9F%E0%A6%B2%E0%A7%87%E0%A6%9F%29/data=!4m7!3m6!1s0x3755c16a7e3427a9:0xb479aab80f55f91e!8m2!3d23.8064789!4d90.3695058!16s%2Fg%2F11k3jdchgt!19sChIJqSc0fmrBVTcRHvlVD7iqebQ?authuser=0&hl=bn&rclk=1
লিবারেল আইটি,https://www.google.com/maps/place/%E0%A6%B2%E0%A6%BF%E0%A6%AC%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B2+%E0%A6%86%E0%A6%87%E0%A6%9F%E0%A6%BF/data=!4m7!3m6!1s0x3755b8c780d68d4f:0xa6e384cd48b360e8!8m2!3d23.807539!4d90.368787!16s%2Fg%2F11fd561g_f!19sChIJT43WgMe4VTcR6GCzSM2E46Y?authuser=0&hl=bn&rclk=1
প্রাইম স্টার টেকনলজি,https://www.google.com/maps/place/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%87%E0%A6%AE+%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0+%E0%A6%9F%E0%A7%87%E0%A6%95%E0%A6%A8%E0%A6%B2%E0%A6%9C%E0%A6%BF/data=!4m7!3m6!1s0x3755c0cd72eca4dd:0xd4d758841d9549bf!8m2!3d23.7971681!4d90.3730463!16s%2Fg%2F11c31tk5r7!19sChIJ3aTscs3AVTcRv0mVHYRY19Q?authuser=0&hl=bn&rclk=1
সর্দার টেক | ইউজড ল্যাপটপ শপ ইন ঢাকা,https://www.google.com/maps/place/%E0%A6%B8%E0%A6%B0%E0%A7%8D%E0%A6%A6%E0%A6%BE%E0%A6%B0+%E0%A6%9F%E0%A7%87%E0%A6%95+%7C+%E0%A6%87%E0%A6%89%E0%A6%9C%E0%A6%A1+%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AA%E0%A6%9F%E0%A6%AA+%E0%A6%B6%E0%A6%AA+%E0%A6%87%E0%A6%A8+%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE/data=!4m7!3m6!1s0x3755b97d259cbef1:0x5e21e26891a90711!8m2!3d23.7371681!4d90.3860289!16s%2Fg%2F11twr5z651!19sChIJ8b6cJX25VTcREQepkWjiIV4?authuser=0&hl=bn&rclk=1
সিআরএইচ কম্পিউটার রিপেয়ার হোম সার্ভিস ঢাকা,https://www.google.com/maps/place/%E0%A6%B8%E0%A6%BF%E0%A6%86%E0%A6%B0%E0%A6%8F%E0%A6%87%E0%A6%9A+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0+%E0%A6%B0%E0%A6%BF%E0%A6%AA%E0%A7%87%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B0+%E0%A6%B9%E0%A7%8B%E0%A6%AE+%E0%A6%B8%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%AD%E0%A6%BF%E0%A6%B8+%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE/data=!4m7!3m6!1s0x3755c1ea47e9b0d5:0xd8a29268c06ba1d8!8m2!3d23.8128958!4d90.3620882!16s%2Fg%2F11j09zkc11!19sChIJ1bDpR-rBVTcR2KFrwGiSotg?authuser=0&hl=bn&rclk=1
এইচ আর কম্পিউটার,https://www.google.com/maps/place/%E0%A6%8F%E0%A6%87%E0%A6%9A+%E0%A6%86%E0%A6%B0+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x3755c0d692183407:0xef654c5be565ccdc!8m2!3d23.8066401!4d90.3692117!16s%2Fg%2F11f2sgt7y5!19sChIJBzQYktbAVTcR3Mxl5VtMZe8?authuser=0&hl=bn&rclk=1
মাস্টার টেক বিডি,https://www.google.com/maps/place/%E0%A6%AE%E0%A6%BE%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0+%E0%A6%9F%E0%A7%87%E0%A6%95+%E0%A6%AC%E0%A6%BF%E0%A6%A1%E0%A6%BF/data=!4m7!3m6!1s0x3755c12da1693fbb:0x9cdbb1f85400ccab!8m2!3d23.8069245!4d90.3686978!16s%2Fg%2F11trt33w23!19sChIJuz9poS3BVTcRq8wAVPix25w?authuser=0&hl=bn&rclk=1
উইণ্টপ,https://www.google.com/maps/place/%E0%A6%89%E0%A6%87%E0%A6%A3%E0%A7%8D%E0%A6%9F%E0%A6%AA/data=!4m7!3m6!1s0x3755c15b5db78e1b:0x1e60e78b0b22e13!8m2!3d23.8062963!4d90.3696419!16s%2Fg%2F11swl_8bjj!19sChIJG463XVvBVTcREy6ysHgO5gE?authuser=0&hl=bn&rclk=1
আপেল পার্ক,https://www.google.com/maps/place/%E0%A6%86%E0%A6%AA%E0%A7%87%E0%A6%B2+%E0%A6%AA%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%95/data=!4m7!3m6!1s0x3755c1752868b285:0x5bd7544fd5d43b8f!8m2!3d23.8076484!4d90.3687407!16s%2Fg%2F11vt9ptdm6!19sChIJhbJoKHXBVTcRjzvU1U9U11s?authuser=0&hl=bn&rclk=1
Cloud Technologies,https://www.google.com/maps/place/Cloud+Technologies/data=!4m7!3m6!1s0x3755c1417ab2b865:0x42a0753bb56de9f6!8m2!3d23.8069107!4d90.3688208!16s%2Fg%2F11g6y_4xbm!19sChIJZbiyekHBVTcR9ulttTt1oEI?authuser=0&hl=bn&rclk=1
ড্রিম কম্পিউটার,https://www.google.com/maps/place/%E0%A6%A1%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AE+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x3755c0d692182449:0x91e88a85bcd9611f!8m2!3d23.8068125!4d90.3694489!16s%2Fg%2F11f_zlw7gb!19sChIJSSQYktbAVTcRH2HZvIWK6JE?authuser=0&hl=bn&rclk=1
এক্সেলেন্ট টেকনোলজি বিডি,https://www.google.com/maps/place/%E0%A6%8F%E0%A6%95%E0%A7%8D%E0%A6%B8%E0%A7%87%E0%A6%B2%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F+%E0%A6%9F%E0%A7%87%E0%A6%95%E0%A6%A8%E0%A7%8B%E0%A6%B2%E0%A6%9C%E0%A6%BF+%E0%A6%AC%E0%A6%BF%E0%A6%A1%E0%A6%BF/data=!4m7!3m6!1s0x3755c1737c452049:0xfeed812f1b593cb1!8m2!3d23.8066302!4d90.3690243!16s%2Fg%2F11t88fwkyx!19sChIJSSBFfHPBVTcRsTxZGy-B7f4?authuser=0&hl=bn&rclk=1
ডিজিটাল কম্পিউটারস,https://www.google.com/maps/place/%E0%A6%A1%E0%A6%BF%E0%A6%9C%E0%A6%BF%E0%A6%9F%E0%A6%BE%E0%A6%B2+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0%E0%A6%B8/data=!4m7!3m6!1s0x3755c0d692c00001:0xbcf721b48da7afcd!8m2!3d23.8068125!4d90.3694489!16s%2Fg%2F11c6rt62kk!19sChIJAQDAktbAVTcRza-njbQh97w?authuser=0&hl=bn&rclk=1
One Touch Plus,https://www.google.com/maps/place/One+Touch+Plus/data=!4m7!3m6!1s0x3755c0d64fbdf591:0x970da4715de885f2!8m2!3d23.808293!4d90.3684327!16s%2Fg%2F11f39dbsgb!19sChIJkfW9T9bAVTcR8oXoXXGkDZc?authuser=0&hl=bn&rclk=1
RAYNS Office,https://www.google.com/maps/place/RAYNS+Office/data=!4m7!3m6!1s0x3755c74a79ed99e1:0x50fc3275b5f36bea!8m2!3d23.7948345!4d90.3740709!16s%2Fg%2F11hb28tdmg!19sChIJ4ZnteUrHVTcR6mvztXUy_FA?authuser=0&hl=bn&rclk=1
ডিএস টেকনোলজি,https://www.google.com/maps/place/%E0%A6%A1%E0%A6%BF%E0%A6%8F%E0%A6%B8+%E0%A6%9F%E0%A7%87%E0%A6%95%E0%A6%A8%E0%A7%8B%E0%A6%B2%E0%A6%9C%E0%A6%BF/data=!4m7!3m6!1s0x3755c1c4b29ec2ef:0x8d4b9124b60cdecc!8m2!3d23.8066302!4d90.3690243!16s%2Fg%2F11kpsl7mxh!19sChIJ78KessTBVTcRzN4MtiSRS40?authuser=0&hl=bn&rclk=1
অনন্য কম্পিউটার,https://www.google.com/maps/place/%E0%A6%85%E0%A6%A8%E0%A6%A8%E0%A7%8D%E0%A6%AF+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x3755c1004fb6a815:0x53171bc5ad62b126!8m2!3d23.8225666!4d90.3645793!16s%2Fg%2F11ldkyh4mn!19sChIJFai2TwDBVTcRJrFircUbF1M?authuser=0&hl=bn&rclk=1
1833 টেক বিডি,https://www.google.com/maps/place/1833+%E0%A6%9F%E0%A7%87%E0%A6%95+%E0%A6%AC%E0%A6%BF%E0%A6%A1%E0%A6%BF/data=!4m7!3m6!1s0x3755c1075fa7c959:0xc1c9aa2807219049!8m2!3d23.8066302!4d90.3690243!16s%2Fg%2F11v05spx7v!19sChIJWcmnXwfBVTcRSZAhByiqycE?authuser=0&hl=bn&rclk=1
স্মার্ট কম্পিউটার এন্ড সাইবার ক্যাফে,https://www.google.com/maps/place/%E0%A6%B8%E0%A7%8D%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%9F+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0+%E0%A6%8F%E0%A6%A8%E0%A7%8D%E0%A6%A1+%E0%A6%B8%E0%A6%BE%E0%A6%87%E0%A6%AC%E0%A6%BE%E0%A6%B0+%E0%A6%95%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AB%E0%A7%87/data=!4m7!3m6!1s0x3755c0e7d30cff57:0xbf76ca475924bfee!8m2!3d23.799199!4d90.3538685!16s%2Fg%2F11gb3z8ydg!19sChIJV_8M0-fAVTcR7r8kWUfKdr8?authuser=0&hl=bn&rclk=1
রিমেক্স টেক বিডি,https://www.google.com/maps/place/%E0%A6%B0%E0%A6%BF%E0%A6%AE%E0%A7%87%E0%A6%95%E0%A7%8D%E0%A6%B8+%E0%A6%9F%E0%A7%87%E0%A6%95+%E0%A6%AC%E0%A6%BF%E0%A6%A1%E0%A6%BF/data=!4m7!3m6!1s0x3755c16456608c61:0xd039665927921c34!8m2!3d23.8055908!4d90.3680629!16s%2Fg%2F11qykwqwg3!19sChIJYYxgVmTBVTcRNBySJ1lmOdA?authuser=0&hl=bn&rclk=1
ইউনিভার্স ইট,https://www.google.com/maps/place/%E0%A6%87%E0%A6%89%E0%A6%A8%E0%A6%BF%E0%A6%AD%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B8+%E0%A6%87%E0%A6%9F/data=!4m7!3m6!1s0x3755c7b16bc7bca9:0xfa9bcc1d3c11dd95!8m2!3d23.8197687!4d90.3778961!16s%2Fg%2F11pvwzn9fl!19sChIJqbzHa7HHVTcRld0RPB3Mm_o?authuser=0&hl=bn&rclk=1
পিসি টেক,https://www.google.com/maps/place/%E0%A6%AA%E0%A6%BF%E0%A6%B8%E0%A6%BF+%E0%A6%9F%E0%A7%87%E0%A6%95/data=!4m7!3m6!1s0x3755c194f3a2b581:0xa9e11761b370ec97!8m2!3d23.8056856!4d90.3671105!16s%2Fg%2F11m9_d0qmx!19sChIJgbWi85TBVTcRl-xws2EX4ak?authuser=0&hl=bn&rclk=1
নিক্সসলেটেক,https://www.google.com/maps/place/%E0%A6%A8%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B8%E0%A6%B8%E0%A6%B2%E0%A7%87%E0%A6%9F%E0%A7%87%E0%A6%95/data=!4m7!3m6!1s0x3755c16b75b8c7eb:0xf81d242ef2e33ad8!8m2!3d23.7980691!4d90.3528093!16s%2Fg%2F11rc4g6r08!19sChIJ68e4dWvBVTcR2Drj8i4kHfg?authuser=0&hl=bn&rclk=1
Mirpur Computer মিরপুর কম্পিউটার,https://www.google.com/maps/place/Mirpur+Computer+%E0%A6%AE%E0%A6%BF%E0%A6%B0%E0%A6%AA%E0%A7%81%E0%A6%B0+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0/data=!4m7!3m6!1s0x3755c1cf291d8077:0x9ff059ddcddcde9!8m2!3d23.8058787!4d90.3671537!16s%2Fg%2F11h67xxw2s!19sChIJd4AdKc_BVTcR6c3d3J0F_wk?authuser=0&hl=bn&rclk=1
বেষ্ট ল্যাপটপ,https://www.google.com/maps/place/%E0%A6%AC%E0%A7%87%E0%A6%B7%E0%A7%8D%E0%A6%9F+%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%AA%E0%A6%9F%E0%A6%AA/data=!4m7!3m6!1s0x3755c1c90c293f25:0xc50e681a4927bc2d!8m2!3d23.8067196!4d90.3683652!16s%2Fg%2F11j8kjbt9f!19sChIJJT8pDMnBVTcRLbwnSRpoDsU?authuser=0&hl=bn&rclk=1
আফোর্ড সলিউশনস,https://www.google.com/maps/place/%E0%A6%86%E0%A6%AB%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%A1+%E0%A6%B8%E0%A6%B2%E0%A6%BF%E0%A6%89%E0%A6%B6%E0%A6%A8%E0%A6%B8/data=!4m7!3m6!1s0x3755c1a5fedea463:0xab0b0bc27be5f5ac!8m2!3d23.8193235!4d90.3656028!16s%2Fg%2F11nrwtr2_m!19sChIJY6Te_qXBVTcRrPXle8ILC6s?authuser=0&hl=bn&rclk=1
আফোর্ড সলিউশনস,https://www.google.com/maps/place/%E0%A6%86%E0%A6%AB%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%A1+%E0%A6%B8%E0%A6%B2%E0%A6%BF%E0%A6%89%E0%A6%B6%E0%A6%A8%E0%A6%B8/data=!4m7!3m6!1s0x3755c1a5fedea463:0xab0b0bc27be5f5ac!8m2!3d23.8193235!4d90.3656028!16s%2Fg%2F11nrwtr2_m!19sChIJY6Te_qXBVTcRrPXle8ILC6s?authuser=0&hl=bn&rclk=1
আফোর্ড সলিউশনস,https://www.google.com/maps/place/%E0%A6%86%E0%A6%AB%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%A1+%E0%A6%B8%E0%A6%B2%E0%A6%BF%E0%A6%89%E0%A6%B6%E0%A6%A8%E0%A6%B8/data=!4m7!3m6!1s0x3755c1a5fedea463:0xab0b0bc27be5f5ac!8m2!3d23.8193235!4d90.3656028!16s%2Fg%2F11nrwtr2_m!19sChIJY6Te_qXBVTcRrPXle8ILC6s?authuser=0&hl=bn&rclk=1
আফোর্ড সলিউশনস,https://www.google.com/maps/place/%E0%A6%86%E0%A6%AB%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%A1+%E0%A6%B8%E0%A6%B2%E0%A6%BF%E0%A6%89%E0%A6%B6%E0%A6%A8%E0%A6%B8/data=!4m7!3m6!1s0x3755c1a5fedea463:0xab0b0bc27be5f5ac!8m2!3d23.8193235!4d90.3656028!16s%2Fg%2F11nrwtr2_m!19sChIJY6Te_qXBVTcRrPXle8ILC6s?authuser=0&hl=bn&rclk=1
আফোর্ড সলিউশনস,https://www.google.com/maps/place/%E0%A6%86%E0%A6%AB%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%A1+%E0%A6%B8%E0%A6%B2%E0%A6%BF%E0%A6%89%E0%A6%B6%E0%A6%A8%E0%A6%B8/data=!4m7!3m6!1s0x3755c1a5fedea463:0xab0b0bc27be5f5ac!8m2!3d23.8193235!4d90.3656028!16s%2Fg%2F11nrwtr2_m!19sChIJY6Te_qXBVTcRrPXle8ILC6s?authuser=0&hl=bn&rclk=1
আফোর্ড সলিউশনস,https://www.google.com/maps/place/%E0%A6%86%E0%A6%AB%E0%A7%8B%E0%A6%B0%E0%A7%8D%E0%A6%A1+%E0%A6%B8%E0%A6%B2%E0%A6%BF%E0%A6%89%E0%A6%B6%E0%A6%A8%E0%A6%B8/data=!4m7!3m6!1s0x3755c1a5fedea463:0xab0b0bc27be5f5ac!8m2!3d23.8193235!4d90.3656028!16s%2Fg%2F11nrwtr2_m!19sChIJY6Te_qXBVTcRrPXle8ILC6s?authuser=0&hl=bn&rclk=1
